;concept:name;lifecycle:transition;time:timestamp;case:concept:name;concept:resource;concept:instance
37554;Contagem de ponto de funcao;begin;2025-08-03 02:08:03.751000+00:00;Demanda 0939;re7;18
37555;Contagem de ponto de funcao;complete;2025-08-03 10:08:03.751000+00:00;Demanda 0939;re7;18
37556;Review da entrega;begin;2025-08-03 08:10:02.751000+00:00;Demanda 0939;re7;19
37557;Review da entrega;complete;2025-08-03 10:10:02.751000+00:00;Demanda 0939;re7;19
37558;Atualizacao de requisitos funcionais;begin;2025-08-02 18:14:57.751000+00:00;Demanda 0939;re11;20
37559;Atualizacao de requisitos funcionais;complete;2025-08-03 06:14:57.751000+00:00;Demanda 0939;re11;20
37560;Documentacao de requisitos funcionais;begin;2025-08-02 20:18:07.751000+00:00;Demanda 0940;re4;1
37561;Documentacao de requisitos funcionais;complete;2025-08-03 02:18:07.751000+00:00;Demanda 0940;re4;1
37562;Contagem de ponto de funcao;begin;2025-08-03 01:25:09.751000+00:00;Demanda 0940;re2;2
37563;Contagem de ponto de funcao;complete;2025-08-03 02:25:09.751000+00:00;Demanda 0940;re2;2
37564;Contagem de ponto de funcao;begin;2025-08-02 18:42:40.751000+00:00;Demanda 0940;re5;3
37565;Contagem de ponto de funcao;complete;2025-08-03 02:42:40.751000+00:00;Demanda 0940;re5;3
37566;Publicar solucao;begin;2025-08-03 01:43:24.751000+00:00;Demanda 0940;re5;4
37567;Publicar solucao;complete;2025-08-03 02:43:24.751000+00:00;Demanda 0940;re5;4
37568;Gestao da demanda;begin;2025-08-02 19:00:52.751000+00:00;Demanda 0940;re4;5
37569;Gestao da demanda;complete;2025-08-03 03:00:52.751000+00:00;Demanda 0940;re4;5
37570;Manutencao de funcionalidade;begin;2025-08-02 11:07:20.751000+00:00;Demanda 0940;re5;6
37571;Manutencao de funcionalidade;complete;2025-08-03 03:07:20.751000+00:00;Demanda 0940;re5;6
37572;Contagem de ponto de funcao;begin;2025-08-03 02:19:12.751000+00:00;Demanda 0940;re4;7
37573;Contagem de ponto de funcao;complete;2025-08-03 03:19:12.751000+00:00;Demanda 0940;re4;7
37574;Contagem de ponto de funcao;begin;2025-08-03 02:20:25.751000+00:00;Demanda 0940;re2;8
37575;Contagem de ponto de funcao;complete;2025-08-03 03:20:25.751000+00:00;Demanda 0940;re2;8
37576;Construcao de funcionalidade;begin;2025-08-02 03:36:39.751000+00:00;Demanda 0940;re4;9
37577;Construcao de funcionalidade;complete;2025-08-03 03:36:39.751000+00:00;Demanda 0940;re4;9
37578;Elaborar caso de teste;begin;2025-08-03 09:42:36.751000+00:00;Demanda 0940;re5;10
37579;Elaborar caso de teste;complete;2025-08-04 03:42:36.751000+00:00;Demanda 0940;re5;10
37580;Publicar solucao;begin;2025-08-02 21:57:17.751000+00:00;Demanda 0940;re4;11
37581;Publicar solucao;complete;2025-08-03 03:57:17.751000+00:00;Demanda 0940;re4;11
37582;Contagem de ponto de funcao;begin;2025-08-03 02:09:14.751000+00:00;Demanda 0940;re5;12
37583;Contagem de ponto de funcao;complete;2025-08-03 04:09:14.751000+00:00;Demanda 0940;re5;12
37584;Contagem de ponto de funcao;begin;2025-08-02 20:10:43.751000+00:00;Demanda 0940;re2;13
37585;Contagem de ponto de funcao;complete;2025-08-03 04:10:43.751000+00:00;Demanda 0940;re2;13
37586;Corrigir erro;begin;2025-08-03 02:25:38.751000+00:00;Demanda 0940;re4;14
37587;Corrigir erro;complete;2025-08-03 04:25:38.751000+00:00;Demanda 0940;re4;14
37588;Planejamento de entrega;begin;2025-08-03 03:42:38.751000+00:00;Demanda 0940;re2;15
37589;Planejamento de entrega;complete;2025-08-03 04:42:38.751000+00:00;Demanda 0940;re2;15
37590;Review da entrega;begin;2025-08-03 04:19:27.751000+00:00;Demanda 0940;re4;16
37591;Review da entrega;complete;2025-08-03 05:19:27.751000+00:00;Demanda 0940;re4;16
37592;Contagem de ponto de funcao;begin;2025-08-03 04:33:22.751000+00:00;Demanda 0940;re2;17
37593;Contagem de ponto de funcao;complete;2025-08-03 05:33:22.751000+00:00;Demanda 0940;re2;17
37594;Contagem de ponto de funcao;begin;2025-08-03 01:56:13.751000+00:00;Demanda 0940;re5;18
37595;Contagem de ponto de funcao;complete;2025-08-03 05:56:13.751000+00:00;Demanda 0940;re5;18
37596;Executar teste;begin;2025-08-04 06:10:03.751000+00:00;Demanda 0940;re4;19
37597;Executar teste;complete;2025-08-03 19:10:03.751000+00:00;Demanda 0940;re4;19
37598;Atualizacao de requisitos funcionais;begin;2025-08-02 20:13:51.751000+00:00;Demanda 0940;re2;20
37599;Atualizacao de requisitos funcionais;complete;2025-08-03 02:13:51.751000+00:00;Demanda 0940;re2;20
37600;Documentacao de requisitos funcionais;begin;2025-08-02 20:44:23.751000+00:00;Demanda 0941;re7;1
37601;Documentacao de requisitos funcionais;complete;2025-08-02 22:44:23.751000+00:00;Demanda 0941;re7;1
37602;Contagem de ponto de funcao;begin;2025-08-02 20:51:44.751000+00:00;Demanda 0941;re9;2
37603;Contagem de ponto de funcao;complete;2025-08-02 22:51:44.751000+00:00;Demanda 0941;re9;2
37604;Contagem de ponto de funcao;begin;2025-08-02 21:18:24.751000+00:00;Demanda 0941;re9;3
37605;Contagem de ponto de funcao;complete;2025-08-02 23:18:24.751000+00:00;Demanda 0941;re9;3
37606;Publicar solucao;begin;2025-08-02 22:30:58.751000+00:00;Demanda 0941;re7;4
37607;Publicar solucao;complete;2025-08-02 23:30:58.751000+00:00;Demanda 0941;re7;4
37608;Manutencao de funcionalidade;begin;2025-08-02 15:54:51.751000+00:00;Demanda 0941;re9;5
37609;Manutencao de funcionalidade;complete;2025-08-02 23:54:51.751000+00:00;Demanda 0941;re9;5
37610;Gestao da demanda;begin;2025-08-02 23:04:34.751000+00:00;Demanda 0941;re6;6
37611;Gestao da demanda;complete;2025-08-03 00:04:34.751000+00:00;Demanda 0941;re6;6
37612;Contagem de ponto de funcao;begin;2025-08-02 22:09:44.751000+00:00;Demanda 0941;re8;7
37613;Contagem de ponto de funcao;complete;2025-08-03 00:09:44.751000+00:00;Demanda 0941;re8;7
37614;Contagem de ponto de funcao;begin;2025-08-02 20:15:13.751000+00:00;Demanda 0941;re7;8
37615;Contagem de ponto de funcao;complete;2025-08-03 00:15:13.751000+00:00;Demanda 0941;re7;8
37616;Construcao de funcionalidade;begin;2025-08-02 08:16:45.751000+00:00;Demanda 0941;re8;9
37617;Construcao de funcionalidade;complete;2025-08-03 00:16:45.751000+00:00;Demanda 0941;re8;9
37618;Elaborar caso de teste;begin;2025-08-03 06:24:19.751000+00:00;Demanda 0941;re5;10
37619;Elaborar caso de teste;complete;2025-08-04 00:24:19.751000+00:00;Demanda 0941;re5;10
37620;Publicar solucao;begin;2025-08-02 23:28:00.751000+00:00;Demanda 0941;re6;11
37621;Publicar solucao;complete;2025-08-03 00:28:00.751000+00:00;Demanda 0941;re6;11
37622;Contagem de ponto de funcao;begin;2025-08-02 23:30:55.751000+00:00;Demanda 0941;re9;12
37623;Contagem de ponto de funcao;complete;2025-08-03 00:30:55.751000+00:00;Demanda 0941;re9;12
37624;Contagem de ponto de funcao;begin;2025-08-02 23:44:47.751000+00:00;Demanda 0941;re8;13
37625;Contagem de ponto de funcao;complete;2025-08-03 00:44:47.751000+00:00;Demanda 0941;re8;13
37626;Corrigir erro;begin;2025-08-02 20:57:15.751000+00:00;Demanda 0941;re8;14
37627;Corrigir erro;complete;2025-08-03 00:57:15.751000+00:00;Demanda 0941;re8;14
37628;Planejamento de entrega;begin;2025-08-03 00:15:17.751000+00:00;Demanda 0941;re5;15
37629;Planejamento de entrega;complete;2025-08-03 01:15:17.751000+00:00;Demanda 0941;re5;15
37630;Review da entrega;begin;2025-08-03 00:43:32.751000+00:00;Demanda 0941;re6;16
37631;Review da entrega;complete;2025-08-03 01:43:32.751000+00:00;Demanda 0941;re6;16
37632;Contagem de ponto de funcao;begin;2025-08-02 17:52:56.751000+00:00;Demanda 0941;re7;17
37633;Contagem de ponto de funcao;complete;2025-08-03 01:52:56.751000+00:00;Demanda 0941;re7;17
37634;Contagem de ponto de funcao;begin;2025-08-03 01:02:20.751000+00:00;Demanda 0941;re5;18
37635;Contagem de ponto de funcao;complete;2025-08-03 02:02:20.751000+00:00;Demanda 0941;re5;18
37636;Executar teste;begin;2025-08-04 02:09:46.751000+00:00;Demanda 0941;re9;19
37637;Executar teste;complete;2025-08-03 22:09:46.751000+00:00;Demanda 0941;re9;19
37638;Atualizacao de requisitos funcionais;begin;2025-08-02 18:17:38.751000+00:00;Demanda 0941;re8;20
37639;Atualizacao de requisitos funcionais;complete;2025-08-02 22:17:38.751000+00:00;Demanda 0941;re8;20
37640;Documentacao de requisitos funcionais;begin;2025-08-02 12:37:05.751000+00:00;Demanda 0942;re13;1
37641;Documentacao de requisitos funcionais;complete;2025-08-02 18:37:05.751000+00:00;Demanda 0942;re13;1
37642;Contagem de ponto de funcao;begin;2025-08-02 17:39:28.751000+00:00;Demanda 0942;re12;2
37643;Contagem de ponto de funcao;complete;2025-08-02 18:39:28.751000+00:00;Demanda 0942;re12;2
37644;Contagem de ponto de funcao;begin;2025-08-02 17:51:17.751000+00:00;Demanda 0942;re13;3
37645;Contagem de ponto de funcao;complete;2025-08-02 18:51:17.751000+00:00;Demanda 0942;re13;3
37646;Publicar solucao;begin;2025-08-02 16:51:30.751000+00:00;Demanda 0942;re13;4
37647;Publicar solucao;complete;2025-08-02 18:51:30.751000+00:00;Demanda 0942;re13;4
37648;Construcao de funcionalidade;begin;2025-08-02 11:11:47.751000+00:00;Demanda 0942;re12;5
37649;Construcao de funcionalidade;complete;2025-08-02 19:11:47.751000+00:00;Demanda 0942;re12;5
37650;Manutencao de funcionalidade;begin;2025-08-02 07:25:42.751000+00:00;Demanda 0942;re13;6
37651;Manutencao de funcionalidade;complete;2025-08-02 19:25:42.751000+00:00;Demanda 0942;re13;6
37652;Contagem de ponto de funcao;begin;2025-08-02 11:39:03.751000+00:00;Demanda 0942;re12;7
37653;Contagem de ponto de funcao;complete;2025-08-02 19:39:03.751000+00:00;Demanda 0942;re12;7
37654;Contagem de ponto de funcao;begin;2025-08-02 12:00:56.751000+00:00;Demanda 0942;re13;8
37655;Contagem de ponto de funcao;complete;2025-08-02 20:00:56.751000+00:00;Demanda 0942;re13;8
37656;Gestao da demanda;begin;2025-08-02 16:07:31.751000+00:00;Demanda 0942;re13;9
37657;Gestao da demanda;complete;2025-08-02 20:07:31.751000+00:00;Demanda 0942;re13;9
37658;Elaborar caso de teste;begin;2025-08-03 02:16:02.751000+00:00;Demanda 0942;re13;10
37659;Elaborar caso de teste;complete;2025-08-03 16:16:02.751000+00:00;Demanda 0942;re13;10
37660;Publicar solucao;begin;2025-08-02 18:31:58.751000+00:00;Demanda 0942;re12;11
37661;Publicar solucao;complete;2025-08-02 20:31:58.751000+00:00;Demanda 0942;re12;11
37662;Contagem de ponto de funcao;begin;2025-08-02 19:32:14.751000+00:00;Demanda 0942;re12;12
37663;Contagem de ponto de funcao;complete;2025-08-02 20:32:14.751000+00:00;Demanda 0942;re12;12
37664;Contagem de ponto de funcao;begin;2025-08-02 18:57:49.751000+00:00;Demanda 0942;re12;13
37665;Contagem de ponto de funcao;complete;2025-08-02 20:57:49.751000+00:00;Demanda 0942;re12;13
37666;Corrigir erro;begin;2025-08-02 17:00:51.751000+00:00;Demanda 0942;re12;14
37667;Corrigir erro;complete;2025-08-02 21:00:51.751000+00:00;Demanda 0942;re12;14
37668;Planejamento de entrega;begin;2025-08-02 15:29:35.751000+00:00;Demanda 0942;re12;15
37669;Planejamento de entrega;complete;2025-08-02 21:29:35.751000+00:00;Demanda 0942;re12;15
37670;Review da entrega;begin;2025-08-02 19:33:03.751000+00:00;Demanda 0942;re13;16
37671;Review da entrega;complete;2025-08-02 21:33:03.751000+00:00;Demanda 0942;re13;16
37672;Contagem de ponto de funcao;begin;2025-08-02 20:46:06.751000+00:00;Demanda 0942;re13;17
37673;Contagem de ponto de funcao;complete;2025-08-02 21:46:06.751000+00:00;Demanda 0942;re13;17
37674;Contagem de ponto de funcao;begin;2025-08-02 20:06:06.751000+00:00;Demanda 0942;re12;18
37675;Contagem de ponto de funcao;complete;2025-08-02 22:06:06.751000+00:00;Demanda 0942;re12;18
37676;Executar teste;begin;2025-08-03 22:08:34.751000+00:00;Demanda 0942;re13;19
37677;Executar teste;complete;2025-08-03 12:08:34.751000+00:00;Demanda 0942;re13;19
37678;Atualizacao de requisitos funcionais;begin;2025-08-02 12:22:17.751000+00:00;Demanda 0942;re12;20
37679;Atualizacao de requisitos funcionais;complete;2025-08-02 18:22:17.751000+00:00;Demanda 0942;re12;20
37680;Documentacao de requisitos funcionais;begin;2025-08-01 22:31:43.751000+00:00;Demanda 0943;re14;1
37681;Documentacao de requisitos funcionais;complete;2025-08-02 14:31:43.751000+00:00;Demanda 0943;re14;1
37682;Contagem de ponto de funcao;begin;2025-08-02 13:42:19.751000+00:00;Demanda 0943;re1;2
37683;Contagem de ponto de funcao;complete;2025-08-02 14:42:19.751000+00:00;Demanda 0943;re1;2
37684;Contagem de ponto de funcao;begin;2025-08-02 07:00:13.751000+00:00;Demanda 0943;re1;3
37685;Contagem de ponto de funcao;complete;2025-08-02 15:00:13.751000+00:00;Demanda 0943;re1;3
37686;Publicar solucao;begin;2025-08-02 11:25:40.751000+00:00;Demanda 0943;re1;4
37687;Publicar solucao;complete;2025-08-02 15:25:40.751000+00:00;Demanda 0943;re1;4
37688;Manutencao de funcionalidade;begin;2025-08-01 23:31:06.751000+00:00;Demanda 0943;re2;5
37689;Manutencao de funcionalidade;complete;2025-08-02 15:31:06.751000+00:00;Demanda 0943;re2;5
37690;Construcao de funcionalidade;begin;2025-08-02 03:40:03.751000+00:00;Demanda 0943;re2;6
37691;Construcao de funcionalidade;complete;2025-08-02 15:40:03.751000+00:00;Demanda 0943;re2;6
37692;Contagem de ponto de funcao;begin;2025-08-02 14:44:22.751000+00:00;Demanda 0943;re14;7
37693;Contagem de ponto de funcao;complete;2025-08-02 15:44:22.751000+00:00;Demanda 0943;re14;7
37694;Contagem de ponto de funcao;begin;2025-08-02 07:53:51.751000+00:00;Demanda 0943;re14;8
37695;Contagem de ponto de funcao;complete;2025-08-02 15:53:51.751000+00:00;Demanda 0943;re14;8
37696;Gestao da demanda;begin;2025-08-02 12:09:25.751000+00:00;Demanda 0943;re2;9
37697;Gestao da demanda;complete;2025-08-02 16:09:25.751000+00:00;Demanda 0943;re2;9
37698;Elaborar caso de teste;begin;2025-08-02 22:53:00.751000+00:00;Demanda 0943;re14;10
37699;Elaborar caso de teste;complete;2025-08-03 08:53:00.751000+00:00;Demanda 0943;re14;10
37700;Publicar solucao;begin;2025-08-02 11:12:10.751000+00:00;Demanda 0943;re2;11
37701;Publicar solucao;complete;2025-08-02 17:12:10.751000+00:00;Demanda 0943;re2;11
37702;Contagem de ponto de funcao;begin;2025-08-02 15:26:08.751000+00:00;Demanda 0943;re2;12
37703;Contagem de ponto de funcao;complete;2025-08-02 17:26:08.751000+00:00;Demanda 0943;re2;12
37704;Contagem de ponto de funcao;begin;2025-08-02 15:43:14.751000+00:00;Demanda 0943;re1;13
37705;Contagem de ponto de funcao;complete;2025-08-02 17:43:14.751000+00:00;Demanda 0943;re1;13
37706;Corrigir erro;begin;2025-08-02 13:47:15.751000+00:00;Demanda 0943;re14;14
37707;Corrigir erro;complete;2025-08-02 17:47:15.751000+00:00;Demanda 0943;re14;14
37708;Planejamento de entrega;begin;2025-08-02 13:47:42.751000+00:00;Demanda 0943;re2;15
37709;Planejamento de entrega;complete;2025-08-02 17:47:42.751000+00:00;Demanda 0943;re2;15
37710;Review da entrega;begin;2025-08-02 15:49:10.751000+00:00;Demanda 0943;re14;16
37711;Review da entrega;complete;2025-08-02 17:49:10.751000+00:00;Demanda 0943;re14;16
37712;Contagem de ponto de funcao;begin;2025-08-02 15:54:38.751000+00:00;Demanda 0943;re14;17
37713;Contagem de ponto de funcao;complete;2025-08-02 17:54:38.751000+00:00;Demanda 0943;re14;17
37714;Contagem de ponto de funcao;begin;2025-08-02 14:03:11.751000+00:00;Demanda 0943;re14;18
37715;Contagem de ponto de funcao;complete;2025-08-02 18:03:11.751000+00:00;Demanda 0943;re14;18
37716;Executar teste;begin;2025-08-03 18:06:24.751000+00:00;Demanda 0943;re14;19
37717;Executar teste;complete;2025-08-03 07:06:24.751000+00:00;Demanda 0943;re14;19
37718;Atualizacao de requisitos funcionais;begin;2025-08-01 22:14:19.751000+00:00;Demanda 0943;re2;20
37719;Atualizacao de requisitos funcionais;complete;2025-08-02 14:14:19.751000+00:00;Demanda 0943;re2;20
37720;Documentacao de requisitos funcionais;begin;2025-08-02 04:53:28.751000+00:00;Demanda 0944;re2;1
37721;Documentacao de requisitos funcionais;complete;2025-08-02 10:53:28.751000+00:00;Demanda 0944;re2;1
37722;Contagem de ponto de funcao;begin;2025-08-02 07:04:27.751000+00:00;Demanda 0944;re5;2
37723;Contagem de ponto de funcao;complete;2025-08-02 11:04:27.751000+00:00;Demanda 0944;re5;2
37724;Contagem de ponto de funcao;begin;2025-08-02 10:10:45.751000+00:00;Demanda 0944;re4;3
37725;Contagem de ponto de funcao;complete;2025-08-02 11:10:45.751000+00:00;Demanda 0944;re4;3
37726;Publicar solucao;begin;2025-08-02 10:20:47.751000+00:00;Demanda 0944;re4;4
37727;Publicar solucao;complete;2025-08-02 11:20:47.751000+00:00;Demanda 0944;re4;4
37728;Manutencao de funcionalidade;begin;2025-08-01 11:59:09.751000+00:00;Demanda 0944;re2;5
37729;Manutencao de funcionalidade;complete;2025-08-02 11:59:09.751000+00:00;Demanda 0944;re2;5
37730;Construcao de funcionalidade;begin;2025-08-01 12:04:50.751000+00:00;Demanda 0944;re5;6
37731;Construcao de funcionalidade;complete;2025-08-02 12:04:50.751000+00:00;Demanda 0944;re5;6
37732;Contagem de ponto de funcao;begin;2025-08-02 08:26:18.751000+00:00;Demanda 0944;re4;7
37733;Contagem de ponto de funcao;complete;2025-08-02 12:26:18.751000+00:00;Demanda 0944;re4;7
37734;Contagem de ponto de funcao;begin;2025-08-02 08:31:46.751000+00:00;Demanda 0944;re4;8
37735;Contagem de ponto de funcao;complete;2025-08-02 12:31:46.751000+00:00;Demanda 0944;re4;8
37736;Corrigir erro;begin;2025-08-02 06:34:19.751000+00:00;Demanda 0944;re2;9
37737;Corrigir erro;complete;2025-08-02 12:34:19.751000+00:00;Demanda 0944;re2;9
37738;Elaborar caso de teste;begin;2025-08-02 18:39:41.751000+00:00;Demanda 0944;re2;10
37739;Elaborar caso de teste;complete;2025-08-03 08:39:41.751000+00:00;Demanda 0944;re2;10
37740;Publicar solucao;begin;2025-08-02 06:43:38.751000+00:00;Demanda 0944;re5;11
37741;Publicar solucao;complete;2025-08-02 12:43:38.751000+00:00;Demanda 0944;re5;11
37742;Contagem de ponto de funcao;begin;2025-08-02 10:50:33.751000+00:00;Demanda 0944;re5;12
37743;Contagem de ponto de funcao;complete;2025-08-02 12:50:33.751000+00:00;Demanda 0944;re5;12
37744;Contagem de ponto de funcao;begin;2025-08-02 08:58:51.751000+00:00;Demanda 0944;re4;13
37745;Contagem de ponto de funcao;complete;2025-08-02 12:58:51.751000+00:00;Demanda 0944;re4;13
37746;Gestao da demanda;begin;2025-08-02 09:05:39.751000+00:00;Demanda 0944;re5;14
37747;Gestao da demanda;complete;2025-08-02 13:05:39.751000+00:00;Demanda 0944;re5;14
37748;Planejamento de entrega;begin;2025-08-02 07:28:37.751000+00:00;Demanda 0944;re4;15
37749;Planejamento de entrega;complete;2025-08-02 13:28:37.751000+00:00;Demanda 0944;re4;15
37750;Review da entrega;begin;2025-08-02 12:30:51.751000+00:00;Demanda 0944;re5;16
37751;Review da entrega;complete;2025-08-02 13:30:51.751000+00:00;Demanda 0944;re5;16
37752;Contagem de ponto de funcao;begin;2025-08-02 09:31:56.751000+00:00;Demanda 0944;re2;17
37753;Contagem de ponto de funcao;complete;2025-08-02 13:31:56.751000+00:00;Demanda 0944;re2;17
37754;Contagem de ponto de funcao;begin;2025-08-02 11:40:20.751000+00:00;Demanda 0944;re2;18
37755;Contagem de ponto de funcao;complete;2025-08-02 13:40:20.751000+00:00;Demanda 0944;re2;18
37756;Executar teste;begin;2025-08-03 14:06:54.751000+00:00;Demanda 0944;re5;19
37757;Executar teste;complete;2025-08-03 04:06:54.751000+00:00;Demanda 0944;re5;19
37758;Atualizacao de requisitos funcionais;begin;2025-08-02 02:49:30.751000+00:00;Demanda 0944;re2;20
37759;Atualizacao de requisitos funcionais;complete;2025-08-02 10:49:30.751000+00:00;Demanda 0944;re2;20
37760;Documentacao de requisitos funcionais;begin;2025-08-01 14:23:31.751000+00:00;Demanda 0945;re14;1
37761;Documentacao de requisitos funcionais;complete;2025-08-02 06:23:31.751000+00:00;Demanda 0945;re14;1
37762;Contagem de ponto de funcao;begin;2025-08-02 04:24:04.751000+00:00;Demanda 0945;re14;2
37763;Contagem de ponto de funcao;complete;2025-08-02 06:24:04.751000+00:00;Demanda 0945;re14;2
37764;Contagem de ponto de funcao;begin;2025-08-02 02:29:04.751000+00:00;Demanda 0945;re1;3
37765;Contagem de ponto de funcao;complete;2025-08-02 06:29:04.751000+00:00;Demanda 0945;re1;3
37766;Publicar solucao;begin;2025-08-02 04:49:13.751000+00:00;Demanda 0945;re14;4
37767;Publicar solucao;complete;2025-08-02 06:49:13.751000+00:00;Demanda 0945;re14;4
37768;Construcao de funcionalidade;begin;2025-08-01 14:54:39.751000+00:00;Demanda 0945;re14;5
37769;Construcao de funcionalidade;complete;2025-08-02 06:54:39.751000+00:00;Demanda 0945;re14;5
37770;Corrigir erro;begin;2025-08-02 01:04:13.751000+00:00;Demanda 0945;re14;6
37771;Corrigir erro;complete;2025-08-02 07:04:13.751000+00:00;Demanda 0945;re14;6
37772;Contagem de ponto de funcao;begin;2025-08-01 23:33:28.751000+00:00;Demanda 0945;re2;7
37773;Contagem de ponto de funcao;complete;2025-08-02 07:33:28.751000+00:00;Demanda 0945;re2;7
37774;Contagem de ponto de funcao;begin;2025-08-01 23:54:20.751000+00:00;Demanda 0945;re1;8
37775;Contagem de ponto de funcao;complete;2025-08-02 07:54:20.751000+00:00;Demanda 0945;re1;8
37776;Manutencao de funcionalidade;begin;2025-08-01 16:04:17.751000+00:00;Demanda 0945;re14;9
37777;Manutencao de funcionalidade;complete;2025-08-02 08:04:17.751000+00:00;Demanda 0945;re14;9
37778;Elaborar caso de teste;begin;2025-08-02 14:06:18.751000+00:00;Demanda 0945;re14;10
37779;Elaborar caso de teste;complete;2025-08-03 00:06:18.751000+00:00;Demanda 0945;re14;10
37780;Publicar solucao;begin;2025-08-02 02:24:54.751000+00:00;Demanda 0945;re14;11
37781;Publicar solucao;complete;2025-08-02 08:24:54.751000+00:00;Demanda 0945;re14;11
37782;Contagem de ponto de funcao;begin;2025-08-02 00:41:24.751000+00:00;Demanda 0945;re14;12
37783;Contagem de ponto de funcao;complete;2025-08-02 08:41:24.751000+00:00;Demanda 0945;re14;12
37784;Contagem de ponto de funcao;begin;2025-08-02 00:44:50.751000+00:00;Demanda 0945;re14;13
37785;Contagem de ponto de funcao;complete;2025-08-02 08:44:50.751000+00:00;Demanda 0945;re14;13
37786;Gestao da demanda;begin;2025-08-02 05:12:22.751000+00:00;Demanda 0945;re14;14
37787;Gestao da demanda;complete;2025-08-02 09:12:22.751000+00:00;Demanda 0945;re14;14
37788;Planejamento de entrega;begin;2025-08-02 05:12:56.751000+00:00;Demanda 0945;re1;15
37789;Planejamento de entrega;complete;2025-08-02 09:12:56.751000+00:00;Demanda 0945;re1;15
37790;Review da entrega;begin;2025-08-02 07:24:38.751000+00:00;Demanda 0945;re14;16
37791;Review da entrega;complete;2025-08-02 09:24:38.751000+00:00;Demanda 0945;re14;16
37792;Contagem de ponto de funcao;begin;2025-08-02 07:27:44.751000+00:00;Demanda 0945;re1;17
37793;Contagem de ponto de funcao;complete;2025-08-02 09:27:44.751000+00:00;Demanda 0945;re1;17
37794;Contagem de ponto de funcao;begin;2025-08-02 01:43:20.751000+00:00;Demanda 0945;re1;18
37795;Contagem de ponto de funcao;complete;2025-08-02 09:43:20.751000+00:00;Demanda 0945;re1;18
37796;Executar teste;begin;2025-08-03 09:55:42.751000+00:00;Demanda 0945;re14;19
37797;Executar teste;complete;2025-08-02 22:55:42.751000+00:00;Demanda 0945;re14;19
37798;Atualizacao de requisitos funcionais;begin;2025-08-02 00:14:13.751000+00:00;Demanda 0945;re2;20
37799;Atualizacao de requisitos funcionais;complete;2025-08-02 06:14:13.751000+00:00;Demanda 0945;re2;20
37800;Documentacao de requisitos funcionais;begin;2025-08-01 14:15:13.751000+00:00;Demanda 0946;re13;1
37801;Documentacao de requisitos funcionais;complete;2025-08-02 02:15:13.751000+00:00;Demanda 0946;re13;1
37802;Contagem de ponto de funcao;begin;2025-08-02 01:16:12.751000+00:00;Demanda 0946;re13;2
37803;Contagem de ponto de funcao;complete;2025-08-02 02:16:12.751000+00:00;Demanda 0946;re13;2
37804;Contagem de ponto de funcao;begin;2025-08-02 00:34:05.751000+00:00;Demanda 0946;re13;3
37805;Contagem de ponto de funcao;complete;2025-08-02 02:34:05.751000+00:00;Demanda 0946;re13;3
37806;Publicar solucao;begin;2025-08-01 20:45:27.751000+00:00;Demanda 0946;re12;4
37807;Publicar solucao;complete;2025-08-02 02:45:27.751000+00:00;Demanda 0946;re12;4
37808;Manutencao de funcionalidade;begin;2025-08-01 18:54:41.751000+00:00;Demanda 0946;re13;5
37809;Manutencao de funcionalidade;complete;2025-08-02 02:54:41.751000+00:00;Demanda 0946;re13;5
37810;Corrigir erro;begin;2025-08-01 18:57:45.751000+00:00;Demanda 0946;re12;6
37811;Corrigir erro;complete;2025-08-02 02:57:45.751000+00:00;Demanda 0946;re12;6
37812;Contagem de ponto de funcao;begin;2025-08-01 23:06:13.751000+00:00;Demanda 0946;re13;7
37813;Contagem de ponto de funcao;complete;2025-08-02 03:06:13.751000+00:00;Demanda 0946;re13;7
37814;Contagem de ponto de funcao;begin;2025-08-02 02:42:29.751000+00:00;Demanda 0946;re12;8
37815;Contagem de ponto de funcao;complete;2025-08-02 03:42:29.751000+00:00;Demanda 0946;re12;8
37816;Construcao de funcionalidade;begin;2025-08-01 11:48:26.751000+00:00;Demanda 0946;re13;9
37817;Construcao de funcionalidade;complete;2025-08-02 03:48:26.751000+00:00;Demanda 0946;re13;9
37818;Elaborar caso de teste;begin;2025-08-02 09:50:11.751000+00:00;Demanda 0946;re12;10
37819;Elaborar caso de teste;complete;2025-08-02 23:50:11.751000+00:00;Demanda 0946;re12;10
37820;Publicar solucao;begin;2025-08-02 02:59:50.751000+00:00;Demanda 0946;re12;11
37821;Publicar solucao;complete;2025-08-02 03:59:50.751000+00:00;Demanda 0946;re12;11
37822;Contagem de ponto de funcao;begin;2025-08-02 02:01:22.751000+00:00;Demanda 0946;re12;12
37823;Contagem de ponto de funcao;complete;2025-08-02 04:01:22.751000+00:00;Demanda 0946;re12;12
37824;Contagem de ponto de funcao;begin;2025-08-02 02:17:40.751000+00:00;Demanda 0946;re12;13
37825;Contagem de ponto de funcao;complete;2025-08-02 04:17:40.751000+00:00;Demanda 0946;re12;13
37826;Gestao da demanda;begin;2025-08-01 20:19:56.751000+00:00;Demanda 0946;re13;14
37827;Gestao da demanda;complete;2025-08-02 04:19:56.751000+00:00;Demanda 0946;re13;14
37828;Planejamento de entrega;begin;2025-08-02 03:22:28.751000+00:00;Demanda 0946;re12;15
37829;Planejamento de entrega;complete;2025-08-02 04:22:28.751000+00:00;Demanda 0946;re12;15
37830;Review da entrega;begin;2025-08-01 23:14:06.751000+00:00;Demanda 0946;re13;16
